metric,lower_inclusive,upper_exclusive,count,probability
gross_exposure,0,0.001,877731199,0.877731199
gross_exposure,0.001,0.002,7171103,0.007171103
gross_exposure,0.002,0.003,6804751,0.006804751
gross_exposure,0.003,0.004,6289221,0.006289221
gross_exposure,0.004,0.005,5871584,0.005871584
gross_exposure,0.005,0.006,5277555,0.005277555
gross_exposure,0.006,0.007,5690342,0.005690342
gross_exposure,0.007,0.008,4818935,0.004818935
gross_exposure,0.008,0.009,4654589,0.004654589
gross_exposure,0.009,0.01,4307163,0.004307163
gross_exposure,0.01,0.011,4090515,0.004090515
gross_exposure,0.011,0.012,3840090,0.00384009
gross_exposure,0.012,0.013,3770187,0.003770187
gross_exposure,0.013,0.014,3334813,0.003334813
gross_exposure,0.014,0.015,3234349,0.003234349
gross_exposure,0.015,0.016,3121186,0.003121186
gross_exposure,0.016,0.017,2860782,0.002860782
gross_exposure,0.017,0.018,2676662,0.002676662
gross_exposure,0.018,0.019,2442825,0.002442825
gross_exposure,0.019,0.02,2405109,0.002405109
gross_exposure,0.02,0.021,2369821,0.002369821
gross_exposure,0.021,0.022,2097375,0.002097375
gross_exposure,0.022,0.023,2108050,0.00210805
gross_exposure,0.023,0.024,1805441,0.001805441
gross_exposure,0.024,0.025,1734916,0.001734916
gross_exposure,0.025,0.026,1705435,0.001705435
gross_exposure,0.026,0.027,1551742,0.001551742
gross_exposure,0.027,0.028,1510032,0.001510032
gross_exposure,0.028,0.029,1432002,0.001432002
gross_exposure,0.029,0.03,1297294,0.001297294
gross_exposure,0.03,0.031,1304817,0.001304817
gross_exposure,0.031,0.032,923195,0.000923195
gross_exposure,0.032,0.033,1323638,0.001323638
gross_exposure,0.033,0.034,1057613,0.001057613
gross_exposure,0.034,0.035,930429,0.000930429
gross_exposure,0.035,0.036,984465,0.000984465
gross_exposure,0.036,0.037,829505,0.000829505
gross_exposure,0.037,0.038,788321,0.000788321
gross_exposure,0.038,0.039,814869,0.000814869
gross_exposure,0.039,0.04,685667,0.000685667
gross_exposure,0.04,0.041,697640,0.00069764
gross_exposure,0.041,0.042,673925,0.000673925
gross_exposure,0.042,0.043,633641,0.000633641
gross_exposure,0.043,0.044,543397,0.000543397
gross_exposure,0.044,0.045,425866,0.000425866
gross_exposure,0.045,0.046,662674,0.000662674
gross_exposure,0.046,0.047,444099,0.000444099
gross_exposure,0.047,0.048,451051,0.000451051
gross_exposure,0.048,0.049,439810,0.00043981
gross_exposure,0.049,0.05,390062,0.000390062
gross_exposure,0.05,0.051,377629,0.000377629
gross_exposure,0.051,0.052,345126,0.000345126
gross_exposure,0.052,0.053,358331,0.000358331
gross_exposure,0.053,0.054,311951,0.000311951
gross_exposure,0.054,0.055,277131,0.000277131
gross_exposure,0.055,0.056,295571,0.000295571
gross_exposure,0.056,0.057,253892,0.000253892
gross_exposure,0.057,0.058,229706,0.000229706
gross_exposure,0.058,0.059,249605,0.000249605
gross_exposure,0.059,0.06,217069,0.000217069
gross_exposure,0.06,0.061,218239,0.000218239
gross_exposure,0.061,0.062,204550,0.00020455
gross_exposure,0.062,0.063,186373,0.000186373
gross_exposure,0.063,0.064,145236,0.000145236
gross_exposure,0.064,0.065,188968,0.000188968
gross_exposure,0.065,0.066,170535,0.000170535
gross_exposure,0.066,0.067,138184,0.000138184
gross_exposure,0.067,0.068,134604,0.000134604
gross_exposure,0.068,0.069,133190,0.00013319
gross_exposure,0.069,0.07,113735,0.000113735
gross_exposure,0.07,0.071,109959,0.000109959
gross_exposure,0.071,0.072,120995,0.000120995
gross_exposure,0.072,0.073,98696,9.8696e-05
gross_exposure,0.073,0.074,97274,9.7274e-05
gross_exposure,0.074,0.075,90048,9.0048e-05
gross_exposure,0.075,0.076,89428,8.9428e-05
gross_exposure,0.076,0.077,81421,8.1421e-05
gross_exposure,0.077,0.078,82211,8.2211e-05
gross_exposure,0.078,0.079,75410,7.541e-05
gross_exposure,0.079,0.08,64001,6.4001e-05
gross_exposure,0.08,0.081,75522,7.5522e-05
gross_exposure,0.081,0.082,54194,5.4194e-05
gross_exposure,0.082,0.083,66383,6.6383e-05
gross_exposure,0.083,0.084,48534,4.8534e-05
gross_exposure,0.084,0.085,56536,5.6536e-05
gross_exposure,0.085,0.086,60798,6.0798e-05
gross_exposure,0.086,0.087,40474,4.0474e-05
gross_exposure,0.087,0.088,48528,4.8528e-05
gross_exposure,0.088,0.089,49011,4.9011e-05
gross_exposure,0.089,0.09,22579,2.2579e-05
gross_exposure,0.09,0.091,49126,4.9126e-05
